citation,author,title,year
1662,Aatos Heikkinen,Measurement of the t t-bar production cross section in the dilepton channel in pp collisions at sqrt (s)= 7 TeV,2007
1490,Aatos Heikkinen,The CMS experiment at the CERN LHC,2013
1346,Aatos Heikkinen,Determination of jet energy calibration and transverse momentum resolution in CMS,2010
1218,Aatos Heikkinen,Evidence for the 125 GeV Higgs boson decaying to a pair of ,2014
1043,Aatos Heikkinen, leptons,2007
663,Aatos Heikkinen,Performance of CMS muon reconstruction in pp collision events at√ s= 7 TeV,2013
617,Aatos Heikkinen,"CMS physics technical design report, volume II: physics performance",2010
590,Aatos Heikkinen,Identification of b-quark jets with the CMS experiment,2011
573,Aatos Heikkinen,"Observation of long-range, near-side angular correlations in proton-proton collisions at the LHC",2013
569,Aatos Heikkinen,Description and performance of track and primary-vertex reconstruction with the CMS tracker,2013
562,Aatos Heikkinen,CMS Physics: Technical Design Report Volume 2: Physics Performance,2010
522,Aatos Heikkinen,Study of the Mass and Spin-Parity of the Higgs Boson Candidate via Its Decays to ,2010
514,Aatos Heikkinen, Boson Pairs,2011
406,Aatos Heikkinen,Transverse-momentum and pseudorapidity distributions of charged hadrons in pp collisions at ,2012
404,Aatos Heikkinen, and 2.36 TeV,2012
396,Aatos Heikkinen,Measurement of the Isolated Prompt Photon Production Cross Section in ,2012
394,Aatos Heikkinen, Collisions at ,2012
376,Aatos Heikkinen,Measurements of differential jet cross sections in proton-proton collisions at ,2013
371,Aatos Heikkinen, with the CMS detector,2011
369,Aatos Heikkinen,"Observation of long-range, near-side angular correlations in pPb collisions at the LHC",2012
347,Aatos Heikkinen,Measurement of the Isolated Prompt Photon Production Cross Section in pp Collisions at sqrt (s)= 7 TeV,2012
328,Aatos Heikkinen,CMS tracking performance results from early LHC operation,2011
327,Aatos Heikkinen,Missing transverse energy performance of the CMS detector,2012
324,Aatos Heikkinen,Measurement of isolated photon production in pp and PbPb collisions at sNN= 2.76 TeV,2012
298,Aatos Heikkinen,Search for the standard model Higgs boson decaying into two photons in pp collisions at s= 7TeV,2011
289,Aatos Heikkinen,"Suppression of non-prompt J/ ψ, prompt J/ ψ, and ",2011
284,Aatos Heikkinen,(1S) in PbPb collisions at ,2011
281,Aatos Heikkinen, TeV,2006
270,Aatos Heikkinen,Observation of Sequential ,2011
267,Aatos Heikkinen, Suppression in PbPb Collisions,2013
266,Aatos Heikkinen,Measurement of the inelastic proton–proton cross section at s= 7 TeV,2010
248,Aatos Heikkinen,Search for supersymmetry in pp collisions at 7 TeV in events with jets and missing transverse energy,2011
248,Aatos Heikkinen,Search for neutral Higgs bosons decaying to tau pairs in pp collisions at s= 7TeV,2011
247,Aatos Heikkinen,Performance of τ-lepton reconstruction and identification in CMS,2012
238,Aatos Heikkinen,Indications of Suppression of Excited ,2012
223,Aatos Heikkinen, States in Pb-Pb Collisions at ,2013
218,Aatos Heikkinen,Jet momentum dependence of jet quenching in PbPb collisions at sNN= 2.76 TeV,2013
211,Aatos Heikkinen,Search for a light charged Higgs boson in top quark decays in pp collisions at ,2011
210,Aatos Heikkinen,Search for resonances in the dijet mass spectrum from 7 TeV pp collisions at CMS,2013
203,Aatos Heikkinen,First measurement of the cross section for top-quark pair production in proton–proton collisions at s= 7TeV,2011
202,Aatos Heikkinen,Measurement of W+ W− production and search for the Higgs boson in pp collisions at s= 7 TeV,2010
201,Aatos Heikkinen,CMS physics: Technical design report,2011
200,Aatos Heikkinen,Search for New Physics with a Monojet and Missing Transverse Energy in ,2017
188,Aatos Heikkinen, Collisions at ,2010
180,Aatos Heikkinen,Evidence for Associated Production of a Single Top Quark and ,2012
180,Aatos Heikkinen, Boson in ,2011
178,Aatos Heikkinen, Collisions at ,2011
178,Aatos Heikkinen,Search for Dijet Resonances in 7 TeV ,2011
175,Aatos Heikkinen, Collisions at CMS,2010
171,Aatos Heikkinen,Search for a Vectorlike Quark with Charge ,2012
171,Aatos Heikkinen, in ,2007
164,Aatos Heikkinen, Events from ,2006
159,Aatos Heikkinen, Collisions at ,2015
156,Aatos Heikkinen,Measurement of the ,2012
156,Aatos Heikkinen, production cross section in ,2011
155,Aatos Heikkinen, collisions at 7 TeV in ,2015
154,Aatos Heikkinen, events using ,2013
152,Aatos Heikkinen,-quark jet identification,2012
148,Aatos Heikkinen,Measurement of the rapidity and transverse momentum distributions of ,2011
144,Aatos Heikkinen, bosons in ,2012
144,Aatos Heikkinen, collisions at ,2010
140,Aatos Heikkinen,Measurement of the single-top-quark t-channel cross section in pp collisions at sqrt (s)= 7 TeV,2012
139,Aatos Heikkinen,Measurement of the elliptic anisotropy of charged particles produced in PbPb collisions at ,2016
136,Aatos Heikkinen, TeV,2010
135,Aatos Heikkinen,Search for a Higgs boson decaying into a b-quark pair and produced in association with b quarks in proton–proton collisions at 7 TeV,2016
133,Aatos Heikkinen,Measurement of Dijet Angular Distributions and Search for Quark Compositeness in ,2010
131,Aatos Heikkinen, Collisions at ,2009
130,Aatos Heikkinen,The performance of the CMS muon detector in proton-proton collisions at√ s= 7 TeV at the LHC,2012
130,Aatos Heikkinen,Prompt and non-prompt J/ ψ production in pp collisions at ,2010
128,Aatos Heikkinen, TeV,2013
125,Aatos Heikkinen,Performance of CMS muon reconstruction in cosmic-ray events,2012
124,Aatos Heikkinen,Long-range and short-range dihadron angular correlations in central PbPb collisions at ,2013
121,Aatos Heikkinen, = 2.76 TeV,2012
120,Aatos Heikkinen,"Searche for inviible decay of the Higg boon in pp colliion at $$\qrt {} $$= 7, 8, and 13 TeV",2015
119,Aatos Heikkinen,Identification and filtering of uncharacteristic noise in the CMS hadron calorimeter,2012
116,Aatos Heikkinen,Search for signatures of extra dimensions in the diphoton mass spectrum at the Large Hadron Collider,2011
112,Aatos Heikkinen,Measurement of the inclusive Z cross section via decays to tau pairs in pp collisions at ,2017
111,Aatos Heikkinen, TeV,2011
109,Aatos Heikkinen,Search for microscopic black hole signatures at the Large Hadron Collider,2000
105,Aatos Heikkinen,Measurements of inclusive W and Z cross sections in pp collisions at ,2003
103,Aatos Heikkinen, TeV,2013
102,Aatos Heikkinen,Performance and operation of the CMS electromagnetic calorimeter,2013
100,Aatos Heikkinen,Search for the Standard Model Higgs boson in the decay channel H to ZZ to 4 leptons in pp collisions at sqrt (s)= 7 TeV,2016
100,Aatos Heikkinen,CMS physics technical design report: Addendum on high density QCD with heavy ions,2013
100,Aatos Heikkinen,CMS Physics: Technical Design Report Volume 1: Detector Performance and Software,2012
5935,Daphne Koller,Probabilistic graphical models: principles and techniques,2009
2780,Daphne Koller,FastSLAM: A factored solution to the simultaneous localization and mapping problem,2002
2399,Daphne Koller,Support vector machine active learning with applications to text classification,2001
2244,Daphne Koller,The genotype-tissue expression (GTEx) project,2013
1921,Daphne Koller,A gene-coexpression network for global discovery of conserved genetic modules,2003
1891,Daphne Koller,Toward optimal feature selection,1996
1880,Daphne Koller,Module networks: identifying regulatory modules and their condition-specific regulators from gene expression data,2003
1827,Daphne Koller,The Genotype-Tissue Expression (GTEx) pilot analysis: multitissue gene regulation in humans,2015
1551,Daphne Koller,Max-margin Markov networks,2004
1465,Daphne Koller,Introduction to statistical relational learning,2007
1248,Daphne Koller,Hierarchically classifying documents using very few words,1997
1216,Daphne Koller,FastSLAM 2.0: An improved particle filtering algorithm for simultaneous localization and mapping that provably converges,2003
1126,Daphne Koller,Population genomics of human gene expression,2007
1120,Daphne Koller,Gene-expression profiles and transcriptional regulatory pathways that underlie the identity and diversity of mouse tissue macrophages,2012
1078,Daphne Koller,SCAPE: shape completion and animation of people,2005
990,Daphne Koller,Learning probabilistic relational models,1999
881,Daphne Koller,Simultaneous localization and mapping with sparse extended information filters,2004
859,Daphne Koller,The chemical genomic portrait of yeast: uncovering a phenotype for all genes,2008
848,Daphne Koller,The Immunological Genome Project: networks of gene expression in immune cells,2008
842,Daphne Koller,Being Bayesian about network structure. A Bayesian approach to structure discovery in Bayesian networks,2003
825,Daphne Koller,Discriminative probabilistic models for relational data,2002
789,Daphne Koller,Context-specific independence in Bayesian networks,1996
756,Daphne Koller,A module map showing conditional activity of expression modules in cancer,2004
721,Daphne Koller,Object-oriented Bayesian networks,1997
682,Daphne Koller,Tractable inference for complex stochastic processes,1998
668,Daphne Koller,Towards robust automatic traffic scene analysis in real-time,1994
644,Daphne Koller,Decomposing a scene into geometric and semantically consistent regions,2009
591,Daphne Koller,Support vector machine active learning with applications to text classification,2000
528,Daphne Koller,Learning structured prediction models: A large margin approach,2005
507,Daphne Koller,Deciphering the transcriptional network of the dendritic cell lineage,2012
507,Daphne Koller,Link prediction in relational data,2004
493,Daphne Koller,Adaptive probabilistic networks with hidden variables,1997
480,Daphne Koller,Efficient solution algorithms for factored MDPs,2003
474,Daphne Koller,Self-paced learning for latent variable models,2010
438,Daphne Koller,Learning spatial context: Using stuff to find things,2008
434,Daphne Koller,Discriminative learning of markov random fields for segmentation of 3d scan data,2005
429,Daphne Koller,Real time motion capture using a single time-of-flight camera,2010
427,Daphne Koller,Multi-agent influence diagrams for representing and solving games,2003
421,Daphne Koller,Multiagent planning with factored MDPs,2002
409,Daphne Koller,From signatures to models: understanding cancer using microarrays,2005
409,Daphne Koller,Probabilistic frame-based systems,1998
390,Daphne Koller,Multi-class segmentation with relative location prior,2008
370,Daphne Koller,Systematic analysis of breast cancer morphology uncovers stromal features associated with survival,2011
